Countries,Indicators,,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016
Netherlands,Domestic General Government Health Expenditure (GGHE-D) per Capita in PPP Int$,,"3,337.91","3,570.34","3,726.03","3,834.49","3,992.01","4,180.77","4,306.05","4,266.55","4,181.57","4,252.27"
Netherlands,External Health Expenditure (EXT) per Capita in PPP Int$,,0,0,0,0,0,0,0,0,0,
Netherlands,Out-of-Pocket Expenditure (OOPS) per Capita in PPP Int$,,351.3907,469.402,438.6254,455.919,482.7345,529.6684,620.3307,645.5215,599.4472,601.3399
Netherlands,Gross Domestic Product ,in current PPP per capita,"43,534.63","45,956.21","44,156.50","44,651.42","46,169.75","46,775.99","48,738.41","48,709.42","49,642.54","50,690.99"
Netherlands,General government expenditure ,in current PPP per capita,"18,481.35","20,018.50","21,270.97","21,502.06","21,687.82","22,030.96","22,551.97","22,495.99","22,281.28","22,021.73"
Norway,Domestic General Government Health Expenditure (GGHE-D) per Capita in PPP Int$,,"3,787.21","4,160.72","4,268.16","4,399.72","4,636.58","4,894.10","5,112.33","5,281.86","5,360.15","5,281.01"
Norway,External Health Expenditure (EXT) per Capita in PPP Int$,,0,0,0,0,0,0,0,0,0,0
Norway,Out-of-Pocket Expenditure (OOPS) per Capita in PPP Int$,,727.2143,774.2817,771.0998,781.7647,835.3354,854.6147,877.5322,890.4487,886.4847,900.7204
Norway,Gross Domestic Product ,in current PPP per capita,"56,221.63","62,161.92","55,767.98","58,392.90","62,559.09","65,876.77","67,432.44","66,393.62","62,005.92","59,076.98"
Norway,General government expenditure ,in current PPP per capita,"23,289.27","24,985.05","25,686.53","26,243.79","27,372.78","28,253.69","29,647.71","30,400.42","30,258.76","30,025.73"
Poland,Domestic General Government Health Expenditure (GGHE-D) per Capita in PPP Int$,,686.8602,831.1774,909.7503,965.4655,"1,011.76","1,032.00","1,113.09","1,129.09","1,178.37","1,243.75"
Poland,External Health Expenditure (EXT) per Capita in PPP Int$,,,,,,,,2.1935,2.4874,3.1895,3.1721
Poland,Out-of-Pocket Expenditure (OOPS) per Capita in PPP Int$,,259.1309,285.1761,308.8878,320.884,341.2338,358.5945,372.4265,369.8887,391.969,409.419
Poland,Gross Domestic Product ,in current PPP per capita,"16,782.90","18,315.30","19,250.92","21,079.89","22,850.96","23,832.82","24,704.74","25,598.30","26,581.32","27,382.84"
Poland,General government expenditure ,in current PPP per capita,"7,251.62","8,112.79","8,671.07","9,656.17","10,026.94","10,214.61","10,522.92","10,818.17","11,048.99","11,263.17"
Portugal,Domestic General Government Health Expenditure (GGHE-D) per Capita in PPP Int$,,"1,602.60","1,704.05","1,828.91","1,872.62","1,725.40","1,617.29","1,692.26","1,709.61","1,750.31","1,843.59"
Portugal,Out-of-Pocket Expenditure (OOPS) per Capita in PPP Int$,,598.7239,643.3707,643.7132,659.0722,670.3072,694.9668,681.8821,716.6199,733.4902,771.0563
Portugal,Gross Domestic Product ,in current PPP per capita,"25,726.82","26,643.77","26,477.49","27,333.83","26,741.81","26,384.96","27,819.72","28,674.32","29,484.71","30,611.56"
Portugal,General government expenditure ,in current PPP per capita,"11,444.99","12,079.09","13,297.92","14,164.01","13,375.30","12,803.85","13,893.13","14,843.84","14,211.78","13,758.45"
Republic of Moldova,Domestic General Government Health Expenditure (GGHE-D) per Capita in PPP Int$,,190.1305,196.4219,205.85,213.5752,212.7736,224.1425,226.6077,254.5236,234.1865,234.3851
Republic of Moldova,External Health Expenditure (EXT) per Capita in PPP Int$,,13.6815,13.3294,52.1519,55.7297,33.4402,37.0818,48.1542,58.817,37.4362,17.8184
Republic of Moldova,Out-of-Pocket Expenditure (OOPS) per Capita in PPP Int$,,167.8538,197.2655,219.9955,188.2874,204.2442,194.991,206.5954,197.8025,237.5221,222.3693
Republic of Moldova,Gross Domestic Product ,in current PPP per capita,"3,377.16","3,720.72","3,529.16","3,829.95","4,178.71","4,226.94","4,699.01","5,015.56","5,053.19","5,348.91"
Republic of Moldova,General government expenditure ,in current PPP per capita,"1,442.45","1,544.00","1,598.72","1,567.30","1,632.08","1,701.40","1,812.98","1,995.12","1,917.25","1,933.40"
Romania,Domestic General Government Health Expenditure (GGHE-D) per Capita in PPP Int$,,553.233,680.3367,688.1271,780.8921,629.4306,685.3994,810.418,816.9619,828.7565,900.8616
Romania,External Health Expenditure (EXT) per Capita in PPP Int$,,1.0707,0.3682,0.2841,0.7858,0.1202,0,2.2072,0.4469,0.0029,0
Romania,Out-of-Pocket Expenditure (OOPS) per Capita in PPP Int$,,119.5162,152.5376,181.8217,191.8846,203.7561,199.9466,207.0327,210.3223,226.1987,239.0753
Romania,Gross Domestic Product ,in current PPP per capita,"13,628.74","16,647.63","16,431.05","16,987.03","17,951.97","18,947.41","19,761.27","20,583.73","21,504.07","23,134.18"
Romania,General government expenditure ,in current PPP per capita,"5,068.53","6,288.05","6,523.92","6,775.09","7,061.52","7,054.35","7,014.20","7,190.50","7,691.35","7,957.09"
Russian Federation,Domestic General Government Health Expenditure (GGHE-D) per Capita in PPP Int$,,524.2977,661.896,726.0761,668.706,726.7014,808.9272,829.5019,837.579,779.9306,757.0327
Russian Federation,External Health Expenditure (EXT) per Capita in PPP Int$,,0.5495,0.5361,,,,,,,,
Russian Federation,Out-of-Pocket Expenditure (OOPS) per Capita in PPP Int$,,265.7053,333.4334,404.5521,384.8629,396.6308,424.0662,463.1793,485.6536,513.3211,538.1594
Russian Federation,Gross Domestic Product ,in current PPP per capita,"17,845.07","21,613.37","20,785.32","21,977.41","24,258.59","25,745.22","26,223.77","26,215.49","25,170.59","25,218.37"
Russian Federation,General government expenditure ,in current PPP per capita,"5,684.06","6,899.19","7,999.91","7,781.23","8,046.15","8,752.99","9,068.61","9,139.60","8,846.61","9,194.05"
San Marino,Domestic General Government Health Expenditure (GGHE-D) per Capita in PPP Int$,,"2,625.81","2,961.14","3,087.97","3,053.68","3,174.20","3,252.41","3,157.31","3,079.74","2,860.40","3,080.55"
San Marino,Out-of-Pocket Expenditure (OOPS) per Capita in PPP Int$,,663.0189,726.4174,731.2913,663.9706,681.3103,668.1802,686.2664,691.4409,674.3675,720.0488
San Marino,Gross Domestic Product ,in current PPP per capita,"71,274.16","75,488.10","68,936.91","62,962.07","57,657.94","53,942.44","53,935.45","53,673.15","52,347.83","59,915.97"
San Marino,General government expenditure ,in current PPP per capita,"22,491.82","25,364.08","25,727.78","23,291.57","22,281.68","22,119.92","23,058.12","22,889.01","21,554.48","25,165.22"
Serbia,Domestic General Government Health Expenditure (GGHE-D) per Capita in PPP Int$,,640.7512,739.6558,720.8294,742.9546,763.9252,805.4114,813.5004,787.8494,751.892,767.1501
Serbia,External Health Expenditure (EXT) per Capita in PPP Int$,,6.0976,2.395,3.5732,10.9217,10.1601,9.7255,9.195,7.5661,5.2991,1.9195
Serbia,Out-of-Pocket Expenditure (OOPS) per Capita in PPP Int$,,364.5144,420.1295,411.1601,443.3374,455.007,459.3928,514.6095,540.1943,529.0404,535.6819
Serbia,Gross Domestic Product ,in current PPP per capita,"10,451.63","11,897.07","11,804.82","12,061.89","12,936.71","13,076.07","13,726.76","13,740.20","13,858.99","14,477.94"
Serbia,General government expenditure ,in current PPP per capita,"4,536.12","5,166.34","5,129.04","5,262.01","5,481.61","6,029.88","5,926.08","6,310.69","6,092.48","6,216.12"
Slovakia,Domestic General Government Health Expenditure (GGHE-D) per Capita in PPP Int$,,"1,041.62","1,235.94","1,341.61","1,395.70","1,406.24","1,458.18","1,548.04","1,591.50","1,599.34","1,734.24"
Slovakia,External Health Expenditure (EXT) per Capita in PPP Int$,,0,0,0,0,0,0,0,0,0,
Slovakia,Out-of-Pocket Expenditure (OOPS) per Capita in PPP Int$,,416.5435,347.132,411.5468,444.5218,452.253,472.8975,490.0046,360.0491,374.1012,387.2809
Slovakia,Gross Domestic Product ,in current PPP per capita,"21,167.17","23,705.61","23,072.23","24,991.33","25,863.45","26,663.48","27,910.78","28,942.09","29,535.40","30,485.90"
Slovakia,General government expenditure ,in current PPP per capita,"7,691.99","8,756.33","10,171.26","10,532.58","10,556.65","10,833.40","11,566.46","12,165.81","13,358.46","12,653.79"
Slovenia,Domestic General Government Health Expenditure (GGHE-D) per Capita in PPP Int$,,"1,458.53","1,687.19","1,699.89","1,727.63","1,787.06","1,794.78","1,842.82","1,851.76","1,909.59","2,003.98"
Slovenia,Out-of-Pocket Expenditure (OOPS) per Capita in PPP Int$,,283.0545,295.5341,301.6639,301.7698,301.6104,315.6309,326.4699,340.9066,334.4934,332.7292
Slovenia,Gross Domestic Product ,in current PPP per capita,"27,707.21","29,786.99","27,569.81","27,788.19","28,841.99","28,924.27","29,813.19","30,867.52","31,478.36","32,736.57"
Slovenia,General government expenditure ,in current PPP per capita,"11,689.29","13,067.40","13,293.29","13,688.13","14,421.19","14,033.07","17,743.85","15,389.40","15,030.61","14,821.57"
Spain,Domestic General Government Health Expenditure (GGHE-D) per Capita in PPP Int$,,"1,875.80","2,055.26","2,200.71","2,160.07","2,154.64","2,093.46","2,085.16","2,140.12","2,263.33","2,322.22"
Spain,Out-of-Pocket Expenditure (OOPS) per Capita in PPP Int$,,542.3223,586.5579,568.9655,598.9108,615.5837,662.3072,703.6912,740.6015,755.1248,776.6927
Spain,Gross Domestic Product ,in current PPP per capita,"32,913.17","33,672.61","32,471.82","32,016.30","32,120.17","31,957.40","32,528.66","33,686.95","34,814.57","36,339.59"
Spain,General government expenditure ,in current PPP per capita,"12,845.22","13,858.16","14,865.96","14,608.19","14,720.83","15,372.31","14,820.70","15,107.36","15,239.14","15,335.85"
Sweden,Domestic General Government Health Expenditure (GGHE-D) per Capita in PPP Int$,,"2,691.58","2,859.48","2,919.66","2,904.30","3,937.44","4,104.68","4,247.34","4,344.15","4,416.85","4,498.22"
Sweden,Out-of-Pocket Expenditure (OOPS) per Capita in PPP Int$,,557.1485,591.068,602.2427,600.8851,705.4258,756.4951,791.3239,808.2617,820.7666,821.1466
Sweden,Gross Domestic Product ,in current PPP per capita,"40,727.84","42,021.01","39,826.26","41,794.85","43,911.40","44,897.21","45,885.80","46,771.38","48,145.94","49,262.33"
Sweden,General government expenditure ,in current PPP per capita,"20,093.48","21,038.81","21,006.80","21,236.97","22,093.51","23,057.89","23,863.36","23,912.93","23,895.36","24,353.55"
Switzerland,Domestic General Government Health Expenditure (GGHE-D) per Capita in PPP Int$,,"3,038.59","3,306.38","3,482.27","3,527.98","3,789.97","4,086.55","4,387.42","4,526.09","4,822.34","4,939.04"
Switzerland,Out-of-Pocket Expenditure (OOPS) per Capita in PPP Int$,,"1,489.91","1,562.25","1,622.25","1,660.96","1,735.06","1,852.35","1,939.90","2,092.87","2,213.09","2,325.74"
Switzerland,Gross Domestic Product ,in current PPP per capita,"50,018.47","52,959.94","52,041.84","53,386.17","56,485.55","58,156.47","60,484.51","62,274.95","63,993.89","64,236.19"
Switzerland,General government expenditure ,in current PPP per capita,"15,368.23","16,567.31","17,280.24","17,608.13","18,582.88","19,323.27","20,702.51","21,033.11","21,780.21","22,049.97"
Tajikistan,Domestic General Government Health Expenditure (GGHE-D) per Capita in PPP Int$,,19.1223,26.0709,21.2212,24.3556,28.8703,38.0644,44.5042,53.2307,54.2874,59.6311
Tajikistan,External Health Expenditure (EXT) per Capita in PPP Int$,,9.4862,9.0566,13.478,10.554,18.7876,12.0208,13.1387,15.4738,16.2579,10.6585
Tajikistan,Out-of-Pocket Expenditure (OOPS) per Capita in PPP Int$,,69.4124,77.1589,79.8107,83.3608,81.053,90.5292,102.143,111.1735,121.5338,137.7314
Tajikistan,Gross Domestic Product ,in current PPP per capita,"1,774.18","1,902.93","1,957.12","2,063.56","2,211.60","2,367.05","2,525.53","2,682.58","2,811.89","2,979.30"
Tajikistan,General government expenditure ,in current PPP per capita,496.715,517.2027,560.5729,539.3392,597.7474,581.7304,700.7917,762.6266,894.7144,"1,182.18"
The former Yugoslav Republic of Macedonia,Domestic General Government Health Expenditure (GGHE-D) per Capita in PPP Int$,,375.0397,443.7848,447.3359,459.1641,471.0422,489.4694,558.1749,537.3287,567.8754,594.0697
The former Yugoslav Republic of Macedonia,External Health Expenditure (EXT) per Capita in PPP Int$,,6.0163,20.419,13.1612,5.2259,8.215,9.942,2.2751,6.7723,3.2195,6.7818
The former Yugoslav Republic of Macedonia,Out-of-Pocket Expenditure (OOPS) per Capita in PPP Int$,,226.4039,218.6602,247.8454,286.2979,270.9757,276.045,286.6327,294.1413,301.0133,330.9246
The former Yugoslav Republic of Macedonia,Gross Domestic Product ,in current PPP per capita,"9,241.27","10,417.67","10,912.24","11,284.84","11,611.85","11,841.01","12,655.54","13,370.02","13,783.93","14,731.38"
The former Yugoslav Republic of Macedonia,General government expenditure ,in current PPP per capita,"2,906.27","3,517.18","3,662.38","3,668.74","3,699.04","3,937.96","4,007.96","4,240.22","4,441.50","4,550.90"
Turkey,Domestic General Government Health Expenditure (GGHE-D) per Capita in PPP Int$,,539.1607,613.5916,689.7296,687.5673,729.3158,731.7217,769.8572,810.6919,803.3832,854.4276
Turkey,Out-of-Pocket Expenditure (OOPS) per Capita in PPP Int$,,187.2221,161.9091,124.3089,148.7248,146.5022,147.247,166.3184,185.1631,174.2651,179.3564
Turkey,Gross Domestic Product ,in current PPP per capita,"14,843.47","16,048.92","15,483.24","17,442.86","19,660.89","20,639.86","22,310.54","24,029.74","24,844.90","25,247.20"
Turkey,General government expenditure ,in current PPP per capita,"5,031.11","5,550.22","5,935.60","6,322.40","6,567.86","7,108.67","7,637.86","7,998.28","8,305.28","8,856.41"
Turkmenistan,Domestic General Government Health Expenditure (GGHE-D) per Capita in PPP Int$,,102.1452,80.4051,104.4847,117.0591,142.6145,159.0602,201.3251,223.7999,240.7836,207.067
Turkmenistan,External Health Expenditure (EXT) per Capita in PPP Int$,,0.6754,1.3191,1.2973,1.0542,2.4982,2.5831,1.1336,2.3475,2.4412,2.0947
Turkmenistan,Out-of-Pocket Expenditure (OOPS) per Capita in PPP Int$,,268.6879,393.7668,304.7375,345.5601,378.6658,406.3839,471.6114,566.1774,714.5906,850.9671
Turkmenistan,Gross Domestic Product ,in current PPP per capita,"7,363.08","8,496.63","8,952.45","9,741.31","11,212.54","12,460.75","13,697.55","15,098.30","15,964.83","16,876.04"
Turkmenistan,General government expenditure ,in current PPP per capita,989.6528,923.1734,"1,200.11","1,343.70","1,639.19","1,827.12","2,311.52","2,568.36","2,763.99","2,376.35"
Ukraine,Domestic General Government Health Expenditure (GGHE-D) per Capita in PPP Int$,,286.9955,270.2003,278.5913,283.0982,284.3547,318.727,326.5392,240.9786,217.8236,226.5587
Ukraine,External Health Expenditure (EXT) per Capita in PPP Int$,,3.2754,3.2194,3.9685,3.9534,2.5215,3.5394,4.1668,5.5144,10.681,4.4283
Ukraine,Out-of-Pocket Expenditure (OOPS) per Capita in PPP Int$,,176.7695,175.8479,178.9515,218.9432,262.1858,266.4659,290.9364,288.1258,286.3515,290.2709
Ukraine,Gross Domestic Product ,in current PPP per capita,"8,365.21","8,788.15","7,516.40","7,679.31","8,305.45","8,521.07","8,701.18","8,319.80","7,626.47","7,940.96"
Ukraine,General government expenditure ,in current PPP per capita,"3,517.70","3,987.99","3,520.22","3,774.39","3,795.62","4,172.97","4,186.10","3,725.10","3,282.70","3,222.59"
United Kingdom,Domestic General Government Health Expenditure (GGHE-D) per Capita in PPP Int$,,"2,200.49","2,364.28","2,520.59","2,586.40","2,607.54","2,662.89","3,093.32","3,192.01","3,281.13","3,351.67"
United Kingdom,External Health Expenditure (EXT) per Capita in PPP Int$,,0.6918,0.7214,0.7117,0.7364,0.7411,0.7528,0.3643,0.3852,0.408,0.4199
United Kingdom,Out-of-Pocket Expenditure (OOPS) per Capita in PPP Int$,,274.6491,264.1438,278.6092,299.6957,306.0663,306.2904,569.7085,585.6218,610.4657,631.6007
United Kingdom,Gross Domestic Product ,in current PPP per capita,"35,433.38","36,396.10","34,719.98","36,022.47","36,745.29","37,827.33","39,445.26","40,872.94","41,742.46","42,795.19"
United Kingdom,General government expenditure ,in current PPP per capita,"14,534.89","16,231.34","16,496.70","17,212.01","16,967.90","17,387.74","17,419.86","17,647.97","17,689.51","17,755.03"
Uzbekistan,Domestic General Government Health Expenditure (GGHE-D) per Capita in PPP Int$,,73.6742,83.2556,95.4124,111.3992,123.521,148.8969,160.9151,169.0641,186.2911,192.3083
Uzbekistan,External Health Expenditure (EXT) per Capita in PPP Int$,,3.4393,3.1053,3.4711,4.1677,5.3631,4.4852,6.0642,6.2188,4.7803,4.9237
Uzbekistan,Out-of-Pocket Expenditure (OOPS) per Capita in PPP Int$,,83.1232,84.6243,97.6859,101.4738,111.0824,137.4797,147.046,147.0647,181.1776,217.8233
Uzbekistan,Gross Domestic Product ,in current PPP per capita,"3,269.92","3,578.60","3,837.01","4,073.77","4,511.70","4,892.04","5,283.09","5,705.76","6,133.25","6,580.75"
Uzbekistan,General government expenditure ,in current PPP per capita,"1,017.81","1,150.82","1,312.66","1,385.67","1,456.58","1,606.49","1,742.38","1,825.54","2,076.24","2,089.68"
Bangladesh,Domestic General Government Health Expenditure (GGHE-D) per Capita in PPP Int$,,11.8469,11.487,11.8076,13.4927,14.8521,15.5068,15.3699,15.8332,15.5232,16.2684
Bangladesh,External Health Expenditure (EXT) per Capita in PPP Int$,,4.2431,4.583,5.5627,5.894,6.2638,7.0908,7.2701,7.1358,7.0669,6.9085
Bangladesh,Out-of-Pocket Expenditure (OOPS) per Capita in PPP Int$,,34.0926,36.1606,38.9992,43.1256,47.8248,51.1102,53.3724,58.1691,63.2317,65.1301
Bangladesh,Gross Domestic Product ,in current PPP per capita,"2,169.45","2,295.00","2,413.39","2,570.80","2,766.47","2,944.16","3,111.80","3,332.53","3,574.60","3,830.70"
Bangladesh,General government expenditure ,in current PPP per capita,233.4348,299.0793,286.9284,303.9319,358.674,392.077,428.7474,438.3796,459.31,481.3592
Bhutan,Domestic General Government Health Expenditure (GGHE-D) per Capita in PPP Int$,,121.6446,116.6576,137.1331,145.1782,151.4155,164.8224,175.6669,174.7612,213.3374,216.7637
Bhutan,External Health Expenditure (EXT) per Capita in PPP Int$,,39.424,25.3158,16.9197,22.1948,20.1271,20.6318,24.7127,21.9085,14.5795,13.9553
Bhutan,Out-of-Pocket Expenditure (OOPS) per Capita in PPP Int$,,27.0147,26.1144,30.7893,33.2109,33.7071,48.5785,51.8042,53.614,56.8734,59.0022
Bhutan,Gross Domestic Product ,in current PPP per capita,"4,675.76","5,112.67","5,364.46","5,800.66","6,306.99","6,702.80","7,042.19","7,300.26","7,852.50","8,485.66"
Bhutan,General government expenditure ,in current PPP per capita,"1,638.82","1,757.84","2,067.44","2,593.16","2,390.83","2,475.89","2,423.48","2,176.08","2,143.42","2,610.32"
India,Domestic General Government Health Expenditure (GGHE-D) per Capita in PPP Int$,,26.42,29.8347,36.0855,38.1644,43.453,45.8152,45.4191,48.7228,56.8604,61.4012
India,External Health Expenditure (EXT) per Capita in PPP Int$,,1.9125,2.4665,1.4351,1.4134,1.309,1.5428,0.5318,1.5392,1.5784,2.4722
India,Out-of-Pocket Expenditure (OOPS) per Capita in PPP Int$,,89.5253,91.1732,94.0635,94.929,93.6463,103.1231,135.9805,137.9778,143.402,155.9446
India,Gross Domestic Product ,in current PPP per capita,"3,593.94","3,751.48","4,042.68","4,450.65","4,635.88","4,916.48","5,250.51","5,688.36","6,164.02","6,600.91"
India,General government expenditure ,in current PPP per capita,893.0467,"1,004.23","1,129.82","1,204.15","1,245.86","1,302.37","1,465.38","1,609.47","1,808.38","1,952.80"
Indonesia,Domestic General Government Health Expenditure (GGHE-D) per Capita in PPP Int$,,73.0486,69.0789,72.2776,62.922,70.7013,82.1534,92.4493,113.3386,133.8593,162.2488
Indonesia,External Health Expenditure (EXT) per Capita in PPP Int$,,3.3533,2.2953,3.3136,3.1863,2.5665,2.6385,3.2759,6.4376,1.4317,1.5494
Indonesia,Out-of-Pocket Expenditure (OOPS) per Capita in PPP Int$,,100.3258,96.7881,101.2595,139.4257,148.6658,145.4122,145.7283,139.6563,134.8341,135.4241
Indonesia,Gross Domestic Product ,in current PPP per capita,"7,170.76","7,693.23","7,842.31","8,262.90","8,837.82","9,421.59","9,979.52","10,537.66","11,035.04","11,608.99"
Indonesia,General government expenditure ,in current PPP per capita,"1,343.04","1,492.02","1,335.26","1,395.30","1,565.45","1,774.63","1,904.21","1,960.66","1,928.72","1,952.36"
Maldives,Domestic General Government Health Expenditure (GGHE-D) per Capita in PPP Int$,,440.8116,783.2573,648.7516,528.7521,465.694,540.5999,585.0725,709.7394,937.6089,"1,181.67"
Maldives,External Health Expenditure (EXT) per Capita in PPP Int$,,12.3543,39.9157,59.2126,33.3464,40.5927,39.8169,9.8788,7.0903,5.6588,7.386
Maldives,Out-of-Pocket Expenditure (OOPS) per Capita in PPP Int$,,441.6778,464.8708,385.825,400.1469,398.2159,358.5604,358.309,321.9958,253.8864,311.0625
Maldives,Gross Domestic Product ,in current PPP per capita,"11,260.52","12,243.29","11,139.63","11,762.77","12,664.96","12,843.77","13,599.56","14,471.61","14,594.08","15,347.92"
Maldives,General government expenditure ,in current PPP per capita,"3,902.92","4,336.97","4,115.21","3,886.84","3,791.89","3,809.25","4,026.25","4,928.55","5,157.92","5,864.31"
Myanmar,Domestic General Government Health Expenditure (GGHE-D) per Capita in PPP Int$,,5.3407,5.067,6.0215,6.4918,8.2695,16.8497,26.4997,50.2905,61.3584,58.4769
Myanmar,External Health Expenditure (EXT) per Capita in PPP Int$,,4.1618,5.9196,6.3237,6.2644,7.4852,5.9623,12.5079,20.391,21.1504,17.2554
Myanmar,Out-of-Pocket Expenditure (OOPS) per Capita in PPP Int$,,43.8776,51.7337,57.362,53.7274,53.7489,56.9261,58.3727,182.0529,197.1601,215.3562
Myanmar,Gross Domestic Product ,in current PPP per capita,"3,082.95","3,236.30","3,406.71","3,645.94","3,898.41","4,225.12","4,613.34","5,024.92","5,384.87","5,721.31"
Myanmar,General government expenditure ,in current PPP per capita,424.4699,394.2867,465.1815,531.7374,521.7774,764.1159,989.3693,"1,151.28","1,246.66","1,220.45"
Nepal,Domestic General Government Health Expenditure (GGHE-D) per Capita in PPP Int$,,12.8361,14.4178,16.8386,17.5482,18.4557,19.4022,19.4897,23.7015,25.4955,28.9785
Nepal,External Health Expenditure (EXT) per Capita in PPP Int$,,9.9206,11.4719,12.9961,13.4112,11.0666,14.9142,14.1969,18.8942,22.0294,18.2607
Nepal,Out-of-Pocket Expenditure (OOPS) per Capita in PPP Int$,,42.3744,47.6917,47.5303,54.4048,60.217,62.1027,75.7588,82.6826,91.0947,86.4696
Nepal,Gross Domestic Product ,in current PPP per capita,"1,659.11","1,777.23","1,853.34","1,945.81","2,031.09","2,142.10","2,239.40","2,387.29","2,464.39","2,477.90"
Nepal,General government expenditure ,in current PPP per capita,248.2036,272.8696,359.4318,365.3736,378.8321,413.5282,399.0657,449.8952,495.4474,545.2657
Sri Lanka,Domestic General Government Health Expenditure (GGHE-D) per Capita in PPP Int$,,151.6431,146.2292,149.8479,130.6936,145.3733,146.0822,184.6852,182.1609,203.7042,211.9389
Sri Lanka,External Health Expenditure (EXT) per Capita in PPP Int$,,3.4586,2.9023,4.4542,3.7491,1.7459,1.3149,2.6246,5.0074,6.4588,4.2677
Sri Lanka,Out-of-Pocket Expenditure (OOPS) per Capita in PPP Int$,,140.2494,171.3393,196.6643,172.2613,175.028,179.6655,198.9833,198.3928,226.916,246.3443
Sri Lanka,Gross Domestic Product ,in current PPP per capita,"7,913.69","8,491.15","8,801.38","8,357.03","9,193.36","10,164.08","10,625.53","11,299.76","11,921.48","12,624.27"
Sri Lanka,General government expenditure ,in current PPP per capita,"1,625.87","1,675.25","1,911.64","1,668.11","1,825.12","1,811.67","1,828.53","2,017.85","2,426.42","2,474.53"
Thailand,Domestic General Government Health Expenditure (GGHE-D) per Capita in PPP Int$,,298.9365,331.395,333.5107,341.5016,380.8481,405.167,412.9266,447.534,463.0853,496.1759
Thailand,External Health Expenditure (EXT) per Capita in PPP Int$,,0.2025,0.5498,0.3158,0.5839,0.9269,0.6804,1.6432,1.9579,1.7517,1.4764
Thailand,Out-of-Pocket Expenditure (OOPS) per Capita in PPP Int$,,56.1797,62.328,70.228,64.9423,62.828,69.5763,66.1938,74.2669,74.8299,76.9258
Thailand,Gross Domestic Product ,in current PPP per capita,"11,878.04","12,255.21","12,201.36","13,213.75","13,535.13","14,714.40","15,286.15","15,678.72","16,313.01","17,109.87"
Thailand,General government expenditure ,in current PPP per capita,"1,965.95","2,090.61","2,246.49","2,300.70","2,628.18","2,740.06","2,918.28","3,025.97","3,030.66","3,251.57"
Timor-Leste,Domestic General Government Health Expenditure (GGHE-D) per Capita in PPP Int$,,11.618,45.1562,45.6424,54.081,63.5861,76.3058,84.5085,81.8667,89.3991,67.849
Timor-Leste,External Health Expenditure (EXT) per Capita in PPP Int$,,43.482,36.7387,48.0544,40.0321,46.6139,40.0821,35.9222,31.968,31.0826,38.5091
Timor-Leste,Out-of-Pocket Expenditure (OOPS) per Capita in PPP Int$,,12.3975,10.663,9.0914,12.3071,12.1423,12.2081,11.3023,11.9263,11.4549,10.804
Timor-Leste,Gross Domestic Product ,in current PPP per capita,"6,378.06","9,004.11","6,189.87","7,456.99","9,717.25","10,576.68","7,693.73","5,545.06","3,950.67","3,026.32"
Timor-Leste,General government expenditure ,in current PPP per capita,912.1,"1,626.11","1,713.82","1,995.24","2,375.44","2,379.79","1,827.43","2,233.10","1,982.97","2,109.18"
Australia,Domestic General Government Health Expenditure (GGHE-D) per Capita in PPP Int$,,"2,202.38","2,273.98","2,463.52","2,468.42","2,609.69","2,561.00","2,823.06","2,900.28","3,017.18","3,094.25"
Australia,External Health Expenditure (EXT) per Capita in PPP Int$,,0,0,0,0,0,0,0,0,0,
Australia,Out-of-Pocket Expenditure (OOPS) per Capita in PPP Int$,,603.8435,627.5545,677.3412,710.259,722.8979,755.9229,823.9283,842.1374,838.1003,858.1288
Australia,Gross Domestic Product ,in current PPP per capita,"39,335.84","39,861.18","41,447.81","42,585.06","44,064.81","43,640.32","47,632.33","47,553.11","47,411.02","48,960.68"
Australia,General government expenditure ,in current PPP per capita,"13,003.50","13,727.90","15,242.52","15,177.93","15,673.92","15,757.67","17,085.81","17,441.22","17,504.47","17,761.18"
Brunei Darussalam,Domestic General Government Health Expenditure (GGHE-D) per Capita in PPP Int$,,"1,493.77","1,470.36","1,846.94","1,649.54","1,406.48","1,408.76","1,407.21","1,421.95","1,801.97","1,720.50"
Brunei Darussalam,External Health Expenditure (EXT) per Capita in PPP Int$,,0,0,0,0,0,0,0,0,0,0
Brunei Darussalam,Out-of-Pocket Expenditure (OOPS) per Capita in PPP Int$,,218.9745,165.3401,193.864,148.5457,130.1844,136.8133,146.1291,112.5495,94.313,91.9182
Brunei Darussalam,Gross Domestic Product ,in current PPP per capita,"88,254.23","87,489.82","85,279.82","78,923.39","82,434.88","83,500.79","81,827.27","80,157.02","79,439.06","77,421.97"
Brunei Darussalam,General government expenditure ,in current PPP per capita,"25,871.12","23,707.62","29,767.58","28,554.31","24,486.73","25,879.56","27,476.96","27,324.58","30,720.19","30,259.86"
Cambodia,Domestic General Government Health Expenditure (GGHE-D) per Capita in PPP Int$,,21.3628,24.1306,28.4915,33.6877,34.0281,40.2596,42.9495,40.6215,47.1222,49.8442
Cambodia,External Health Expenditure (EXT) per Capita in PPP Int$,,32.6464,25.2603,28.7996,23.7465,22.174,40.2864,40.2377,49.8722,44.1912,43.3139
Cambodia,Out-of-Pocket Expenditure (OOPS) per Capita in PPP Int$,,52.4453,79.4275,89.6327,88.6872,119.1833,125.6664,131.5855,128.7213,124.4513,133.852
